,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
290932,1179801951153856512,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,"RT @9GAG: When the wind ruins your pawfect hair

📹 jinju_bichonfrise | IG https://t.co/5hTMpF3iJt",2019-10-03 16:54:00,Twitter Web App,,,,True,,1.179562208193368e+18,absent,absent,0,0,0,0,[],[],['16548023']
290938,1194581194127630338,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,"RT @9GAG: ""How bored are you?""
 Me:
 
[🔊] https://t.co/gERNfDY2Ip",2019-11-13 11:42:00,Twitter Web App,,,,True,,1.1944203622236078e+18,absent,absent,0,0,0,0,[],[],['16548023']
290956,1168537499125321729,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,RT @9GAG: like mother like son https://t.co/DgCrjca0AJ,2019-09-02 14:53:00,Twitter Web App,,,,True,,1.1683296940408095e+18,absent,absent,0,0,0,0,[],[],['16548023']
290961,1183768234895564800,B5VQ0wMCKz9wHC8MoTtIN9l1JQ7MV4H0QK126bf7cI=,B5VQ0wMCKz9wHC8MoTtIN9l1JQ7MV4H0QK126bf7cI=,B5VQ0wMCKz9wHC8MoTtIN9l1JQ7MV4H0QK126bf7cI=,,,,0,9,2019-10-11,ru,en,"RT @9GAG: Liquid drinking liquid

📹 chelsea.heo | FB https://t.co/0FOPGKA5LC",2019-10-14 15:35:00,Twitter Web App,,,,True,,1.1826878033578435e+18,absent,absent,0,0,0,0,[],[],['16548023']
290963,1162085167755943936,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,"RT @9GAG: Nobody touches my kid, except me https://t.co/wVXqzs3gg0",2019-08-15 19:34:00,Twitter Web App,,,,True,,1.1618809517874094e+18,absent,absent,0,0,0,0,[],[],['16548023']
290967,1115572950353227776,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,y9y3yi0N5xzgZmmyXqbaSz1+mD24h6CDX9HTkY91qkg=,,,,6,103,2015-06-01,ru,en,"RT @Cubs: No matter the path you took here, welcome to Wrigley Field. #EverybodyIn https://t.co/49sh7woe0s",2019-04-09 11:11:00,Twitter Web Client,,,,True,,1.1153077236194918e+18,absent,absent,0,0,0,0,['EverybodyIn'],[],['41144996']
290987,1198959863046520838,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,"RT @9GAG: Remember to stay hydrated

📹 stubbs_farm_alpacas | IG https://t.co/EhkQbmQvpX",2019-11-25 13:41:00,Twitter Web App,,,,True,,1.198633121119236e+18,absent,absent,0,0,0,0,[],[],['16548023']
291083,1175397824344788993,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @Naughty_Dog: ""I'm gonna find...and I'm gonna kill...every last one of them."" https://t.co/vO0cC6dGkO",2019-09-21 13:14:00,Twitter Web App,,,,True,,1.1750622078366433e+18,absent,absent,0,0,0,0,[],[],['15222083']
291132,827216598700269568,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,,,,23,87,2016-05-01,ru,en,RT @DecoratinIdeas: Please RT if you like!! #architecture #design #architects #interiordesign Modern Mountain Homes https://t.co/qGW49l08qp…,2017-02-02 18:06:00,Twitter for iPhone,,,,True,,8.26548280976896e+17,absent,absent,0,0,0,0,"['architecture', 'design', 'architects', 'interiordesign']",['http://tinyurl.com/jq3zxz3'],['1849173318']
291179,1162084938340085762,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,RT @popularspup: Mood😋 https://t.co/5UInoqdtlm,2019-08-15 19:33:00,Twitter Web App,,,,True,,1.16170255683106e+18,absent,absent,0,0,0,0,[],[],['712005020347031553']
291185,673369639494225920,cYv3Do4IMKFIkpMBVNMhyo4P2xkbWjIwwf0pXiHfUU=,cYv3Do4IMKFIkpMBVNMhyo4P2xkbWjIwwf0pXiHfUU=,cYv3Do4IMKFIkpMBVNMhyo4P2xkbWjIwwf0pXiHfUU=,"Онега, Архангельская область",Гармония в душе - любить свою семью и Родину,,393,609,2015-11-27,ru,en,RT @dedepite: ＲＴ⇚⇛ＩＦ⇚⇛ＹＯＵ⇚⇛ＷＡＮＴ⇚⇛ＴＯ⇚⇛ＧＡＩＮ⇚⇛ＦＯＬＬＯＷ⇚⇛ＲＥＴＷＥＥＴＥＲＳ⇚⇛ＴＯ⇚⇛ＧＡＩＮ⇚⇛ＦＡＳＴ⇚⇛#ＴＦＢ⇚⇛#ＦＦ⇚⇛#ＦＦＢＡＣＫ⇚⇛#ＴＦＢＪＰ⇚⇛#ＨＤＹＦ⇚⇛#ＴＥＡＭＦＯＬＬＯＷＢＡＣＫ⇚⇛#ＲＴ⇚⇛#ＦＯ…,2015-12-06 05:13:00,Twitter Web Client,,,,True,,6.625446705603994e+17,absent,absent,0,0,0,0,"['ＴＦＢ', 'ＦＦ', 'ＦＦＢＡＣＫ', 'ＴＦＢＪＰ', 'ＨＤＹＦ', 'ＴＥＡＭＦＯＬＬＯＷＢＡＣＫ', 'ＲＴ', 'ＦＯＬＬＯＷ', 'ＧＡＩＮ']",[],['2284597340']
291186,1183720653842767873,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,,,,7,45,2018-09-26,ru,en,RT @earthvisuals: Sunrise in Switzerland https://t.co/phNTtvDQ0h,2019-10-14 12:26:00,Twitter Web App,,,,True,,1.183404759295955e+18,absent,absent,0,0,0,0,[],[],['1008021899891404801']
291190,1181214547908218881,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,"RT @DemirBoolin: Nobody:

People who wear contacts to have blue eyes: https://t.co/6RLl8r69mv",2019-10-07 14:27:00,Twitter Web App,,,,True,,1.180874096013435e+18,absent,absent,0,0,0,0,[],[],['561180321']
291191,832128570914914304,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,,,,23,87,2016-05-01,ru,en,"RT @MarionSpekker: Good morning:-)) 
Twitterworld 💓💓 https://t.co/BwXKCIwFfB",2017-02-16 07:24:00,Twitter for iPhone,,,,True,,8.313827729923154e+17,absent,absent,0,0,0,0,[],[],['2291428702']
291200,1193169136198832128,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,"RT @6arks: fuck it 

rave bananas  https://t.co/OQGnikDFiJ",2019-11-09 14:11:00,Twitter Web App,,,,True,,1.1921246079118623e+18,absent,absent,0,0,0,0,[],[],['823933843770056706']
291201,1152596545856053253,fmWYYezXSsWMFNIRHq5aAyyhGrsrK+cyhZDST3SSVg8=,fmWYYezXSsWMFNIRHq5aAyyhGrsrK+cyhZDST3SSVg8=,fmWYYezXSsWMFNIRHq5aAyyhGrsrK+cyhZDST3SSVg8=,,,,0,15,2019-07-20,ru,en,"RT @CNN: The one bedroom, one bath Wienermobile is listed as a ""camper/RV"" on Airbnb and located in the Chicago area. The price is $136 for…",2019-07-20 15:10:00,Twitter Web Client,,,,True,,1.1525791973884273e+18,absent,absent,0,0,0,0,[],[],['759251']
291202,1199001835555692550,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,,Люблю готовить. Увлекаюсь рисованием.,,37,12,2019-09-20,ru,en,RT @KimKardashian: This is how you eat M&amp;M’s! Microwave them for 30 seconds then enjoy the melted magic! https://t.co/hkaK6vaaaN,2019-11-25 16:28:00,Twitter Web App,,,,True,,1.1987386556631245e+18,absent,absent,0,0,0,0,[],[],['25365536']
291373,817000507906682880,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,,,,23,87,2016-05-01,ru,en,RT @LampworkBench: Handmade Glass Apothecary Spice Stash Jars by LampworkBench https://t.co/FcLyHLTjEG via @Etsy https://t.co/btnj99xKni,2017-01-05 13:31:00,Twitter for iPhone,,,,True,,8.11717408729813e+17,absent,absent,0,0,0,0,[],['http://etsy.me/2gD39Dk'],"['710459721128538112', '11522502']"
291383,1127238554600521739,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,,,,7,45,2018-09-26,ru,en,"RT @Wix: You deserve a stunning website - just like this one.
 https://t.co/6M0SVRRece",2019-05-11 15:46:00,Twitter Web Client,,,,True,,9.51461297769599e+17,absent,absent,0,0,0,0,[],['https://cards.twitter.com/cards/3xmtu/580b9'],['6608082']
291387,1166314504222904320,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @pawpetshow: Ticket inspection, everyone! https://t.co/x2RrV8dnIL",2019-08-27 11:40:00,Twitter Web App,,,,True,,1.1655982862727619e+18,absent,absent,0,0,0,0,[],[],['734168210505928705']
291390,927830424272982016,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,wtem0+fpqEh8CvFsygMHyc+IqiaGJi7mhcYOhKJ5TzE=,"Ставрополь, Россия","Победить самого себя бывает гораздо сложнее, чем самого сильного из врагов",,381,444,2015-11-26,ru,en,RT @Russia: Unique sound that comes from deep within throat &amp; dates back centuries-it is all about #throatsinging! https://t.co/fXYv0jehsl…,2017-11-07 09:29:00,Twitter Web Client,,,,True,,9.263894311703675e+17,absent,absent,0,0,0,0,['throatsinging'],['http://siberiantimes.com/science/others/news/0070-secrets-of-throat-singing-revealed-by-scientific-research-into-the-unusual-sounds/'],['2874959663']
291405,1083085189964804096,EZ3LzmjJ8lkQhJAPuRhbLgc0c0NeAQ8nG8kI4jaEg4=,EZ3LzmjJ8lkQhJAPuRhbLgc0c0NeAQ8nG8kI4jaEg4=,EZ3LzmjJ8lkQhJAPuRhbLgc0c0NeAQ8nG8kI4jaEg4=,,,,11,127,2015-05-27,ru,en,"RT @bodleianlibs: Over 13 million items, every last one of them ready to ignite sparks of joy. https://t.co/gMK6UBu3aL",2019-01-09 19:36:00,Twitter Web Client,,,,True,,1.082941170643284e+18,absent,absent,0,0,0,0,[],[],['135441822']
291406,1185117178099617792,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,,Люблю готовить. Увлекаюсь рисованием.,,37,12,2019-09-20,ru,en,RT @gucci1017: #Woptober2 out now all platforms!!Link in bio. https://t.co/MZV6G1oZwr,2019-10-18 08:55:00,Twitter Web App,,,,True,,1.1850434324583793e+18,absent,absent,0,0,0,0,['Woptober2'],[],['46769281']
291420,1193150549694263298,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,,Люблю готовить. Увлекаюсь рисованием.,,37,12,2019-09-20,ru,en,"RT @KimKardashian: When you shop our #KKWDIAMONDS fragrances, you get FREE SHIPPING on domestic orders over $75 or $30 off shipping on inte…",2019-11-09 12:57:00,Twitter Web App,,,,True,,1.192971869525119e+18,absent,absent,0,0,0,0,['KKWDIAMONDS'],[],['25365536']
291426,1152596514092605441,fmWYYezXSsWMFNIRHq5aAyyhGrsrK+cyhZDST3SSVg8=,fmWYYezXSsWMFNIRHq5aAyyhGrsrK+cyhZDST3SSVg8=,fmWYYezXSsWMFNIRHq5aAyyhGrsrK+cyhZDST3SSVg8=,,,,0,15,2019-07-20,ru,en,RT @CNN: How did Antoine Fuqua give Training Day it’s gritty feeling back in 2001? He cast actual gang members as extras. What’s your favor…,2019-07-20 15:09:00,Twitter Web Client,,,,True,,1.15258421544516e+18,absent,absent,0,0,0,0,[],[],['759251']
291430,830299567837020160,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,ckwfhzYYDgvysAwS3FjSb9si1zrfXzk3Gj1ClhQLGc=,,,,23,87,2016-05-01,ru,en,"RT @MarionSpekker: Good morning :-)) 
Twitterworld 💓💓 https://t.co/54aq1X2RKU",2017-02-11 06:16:00,Twitter for iPhone,,,,True,,8.299331813903319e+17,absent,absent,0,0,0,0,[],[],['2291428702']
291448,1202993465187086336,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,,Люблю готовить. Увлекаюсь рисованием.,,37,12,2019-09-20,ru,en,RT @BabyYodaBaby: Touch things I will. Baby I am. https://t.co/FIalLFNE58,2019-12-06 16:49:00,Twitter Web App,,,,True,,1.2004438860549038e+18,absent,absent,0,0,0,0,[],[],['4867169662']
291451,1160172354779209733,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,A+CkaKFBnbhWbjRAh7RZ5w+pjns8b1KXCDWIJMyBzq4=,,,,2,54,2018-09-26,ru,en,RT @jason_maxfield: Just a friendly reminder on how dogs are supposed to be treated https://t.co/5chKOpZyq6,2019-08-10 12:53:00,Twitter Web App,,,,True,,1.1592545097191342e+18,absent,absent,0,0,0,0,[],[],['20660200']
291463,1191688485595492352,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,SlJb4K7ZBvhYsLUxzeocmPhFlAwQHgLORqYVfRvPyUw=,,Люблю готовить. Увлекаюсь рисованием.,,37,12,2019-09-20,ru,en,RT @KimKardashian: Happy Birthday @KendallJenner 🏎 https://t.co/E4O7TLqeWe,2019-11-05 12:07:00,Twitter Web App,,,,True,,1.191406955408982e+18,absent,absent,0,0,0,0,[],[],"['25365536', '157140968']"
291480,1128729466111504389,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,P6HhyiS2X3EhPybsbtR2Bdfmy9sSod4pdJwRwKFeI=,,,,7,45,2018-09-26,ru,en,RT @mayapolarbear: IMPORTANT MESSAGE TO ALL HATERS https://t.co/ofdRQi3Vkm,2019-05-15 18:30:00,Twitter Web Client,,,,True,,1.1282939638431621e+18,absent,absent,0,0,0,0,[],[],['942400326359019520']
291496,1121778367479603200,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔴 Virgil Van Dijk at Camp Nou? ⁣

😏 He's been there before 💪
⁣
#UCL #TBT #ThrowbackThursday https://t.co/lPx6CzcTyW",2019-04-26 14:09:00,Twitter Web Client,,,,True,,1.1213726958396293e+18,absent,absent,0,0,0,0,"['UCL', 'TBT', 'ThrowbackThursday']",[],['627673190']
291497,1085132243239161856,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 4⃣0⃣0⃣⚽️ 

🔴🔵 Messi = all-time top scorer in Liga history 🇪🇸

#UCL https://t.co/63sLJjTKLW",2019-01-15 11:11:00,Twitter Web Client,,,,True,,1.0848065875066593e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
291498,1182677091025915904,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Turning on the style in Amsterdam. @ThierryHenry was 🔥🔥🔥

#UCL | #FlashbackFriday https://t.co/rLNb7t4x3K",2019-10-11 15:19:00,Twitter Web App,,,,True,,1.1825703504727695e+18,absent,absent,0,0,0,0,"['UCL', 'FlashbackFriday']",[],"['627673190', '2541999628']"
291499,1168564837015805952,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: TRANSFER: Paris goalkeeper Alphonse Areola joins Real Madrid on a season-long loan.✍️

#UCL | @AreolaOfficiel https://…",2019-09-02 16:42:00,Twitter Web App,,,,True,,1.1685579092294287e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '1140298418']"
291504,1174009585499291648,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Not just one... Both! 😱

The screams... 😂😂😂

@ChelseaFC | #UCL https://t.co/Wb5Ueyvq61",2019-09-17 17:17:00,Twitter Web App,,,,True,,1.173905578520957e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '22910295']"
291506,1181248273786560519,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: ✅ #UCL winner 
✅ #SuperCup winner 
👏 Just 21-years-old

Happy birthday to Liverpool star Trent Alexander-Arnold 🥳

🎈 @…",2019-10-07 16:41:00,Twitter Web App,,,,True,,1.1812383076672676e+18,absent,absent,0,0,0,0,"['UCL', 'SuperCup']",[],['627673190']
291509,1202993275143110658,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: A first #UCL goal for Benzema on this day in 2005! 🙌

Who was it against? 🧐 https://t.co/BlpyOHR9QY",2019-12-06 16:48:00,Twitter Web App,,,,True,,1.2029555190670746e+18,absent,absent,0,0,0,0,['UCL'],[],['627673190']
291510,1204794608351432704,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: Matchday 6 memories: @sneijder101010 ... 🇳🇱👌

Can @GalatasaraySK upset @PSG_inside tonight and grab a #UEL spot? https…",2019-12-11 16:06:00,Twitter Web App,,,,True,,1.2047210822148628e+18,absent,absent,0,0,0,0,['UEL'],[],"['627673190', '279452961', '23186079', '38164846']"
291512,1104813938833846273,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 📅 #OnThisDay in 2009...
🙌 Iker Casillas shows his class at Anfield!

#UCL @IkerCasillas https://t.co/bJ08ibX0xs",2019-03-10 18:39:00,Twitter Web Client,,,,True,,1.1047461075806331e+18,absent,absent,0,0,0,0,"['OnThisDay', 'UCL']",[],"['627673190', '1640169925']"
291513,1115571356744192001,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 📅 #OnThisDay in 2013...
😎 Class from Galatasaray hero Wesley Sneijder!
 
#UCL | @Galatasaray https://t.co/wB2IYKtTHk",2019-04-09 11:05:00,Twitter Web Client,,,,True,,1.1155434604073329e+18,absent,absent,0,0,0,0,"['OnThisDay', 'UCL']",[],"['627673190', '2279528208']"
291516,1167470636333182976,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: ℹ️ Cristiano Ronaldo has scored 7 goals in his last 8 European games against Atlético 🔥🔥🔥

#UCLdraw https://t.co/hqNQ8…",2019-08-30 16:14:00,Twitter Web App,,,,True,,1.1673724372034068e+18,absent,absent,0,0,0,0,['UCLdraw'],[],['627673190']
291517,1158378114403196928,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔵 A @salomonkalou double to celebrate his 34th birthday! 🎂

Who is the best 🇨🇮 player currently? 🤔 https://t.co/BMFALd…",2019-08-05 14:03:00,Twitter Web App,,,,True,,1.1583516216733573e+18,absent,absent,0,0,0,0,[],[],"['627673190', '174829788']"
291523,1193149952274391040,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🥳 Happy Birthday @juventusfcen great @delpieroale! 🙌🙌🙌

#UCL ⚫️⚪️⚫️ https://t.co/wLrJnXGat3",2019-11-09 12:54:00,Twitter Web App,,,,True,,1.193090096523694e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '1638021792', '240714255']"
291530,1187351174950932481,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,aMsKfBOX3mB8QkivUJcKCnKMIyyY6DlNcxPHf1DoWJY=,,,,10,97,2015-05-28,ru,en,"RT @ChampionsLeague: 🔴 Happy Birthday, @WayneRooney! 🥳

Who remembers his #UCL debut? https://t.co/GS0cVaDLVh",2019-10-24 12:52:00,Twitter Web App,,,,True,,1.187291570103636e+18,absent,absent,0,0,0,0,['UCL'],[],"['627673190', '285332860']"
